id,project_id,user_id,hours_worked,entry_date
28425,4324,2,3.09,2023-01-29
28426,4089,74,1.69,2021-02-20
28427,4778,40,5.32,2024-07-24
28428,565,57,3.14,2020-06-27
28429,4630,28,8.32,2021-01-13
28430,722,12,4.94,2023-04-13
28431,1640,13,5.37,2025-03-21
28432,1543,22,8.37,2020-04-30
28433,338,65,4.14,2022-08-27
28434,2385,10,4.13,2023-01-29
28435,2069,31,9.78,2020-10-08
28436,3669,2,8.54,2022-08-20
28437,4998,55,2.57,2020-01-26
28438,3509,20,7.73,2023-08-06
28439,2839,55,3.2,2023-03-03
28440,4912,1,5.28,2024-10-06
28441,266,89,9.76,2024-09-27
28442,370,57,1.56,2021-03-03
28443,4870,38,1.1,2021-06-22
28444,3889,75,5.01,2021-07-09
28445,195,14,3.3,2020-11-05
28446,4767,41,8.23,2022-06-14
28447,3848,16,2.19,2024-09-05
28448,2329,73,3.6,2023-06-13
28449,651,22,9.36,2025-01-20
28450,739,37,9.28,2023-10-31
28451,727,50,1.15,2022-02-21
28452,3814,56,5.42,2024-02-28
28453,2749,17,3.55,2020-12-16
28454,4360,4,5.81,2022-12-20
28455,689,71,8.31,2024-02-06
28456,4163,28,2.14,2022-07-08
28457,21,60,7.43,2022-09-09
28458,1526,10,4.89,2024-10-14
28459,2232,41,2.98,2024-04-05
28460,3375,93,3.99,2024-03-07
28461,4510,13,6.93,2023-06-03
28462,3180,40,1.87,2021-06-15
28463,2452,52,1.65,2021-01-21
28464,1193,42,7.15,2024-05-01
28465,3809,24,3.43,2021-07-30
28466,281,7,2.13,2023-12-30
28467,4109,64,6.42,2021-10-21
28468,2345,74,8.24,2021-02-19
28469,3403,28,9.45,2022-01-10
28470,3207,14,2.08,2024-05-20
28471,2933,18,7.63,2022-10-14
28472,2868,88,5.37,2020-07-12
28473,4955,50,6.72,2022-06-03
28474,739,53,9.71,2022-07-18
28475,4812,92,4.04,2024-01-02
28476,1223,41,2.52,2020-08-06
28477,1987,79,3.54,2020-06-03
28478,1209,8,7.6,2021-12-21
28479,1184,44,7.05,2021-08-10
28480,1696,55,2.64,2020-11-29
28481,295,93,9.23,2020-05-03
28482,4642,94,8.26,2021-11-25
28483,270,41,4.2,2023-09-19
28484,314,66,9.11,2023-03-11
28485,3476,94,7.83,2022-05-24
28486,3088,93,6.83,2022-02-23
28487,3816,46,6.37,2022-06-01
28488,3122,95,1.49,2023-01-21
28489,446,89,7.89,2022-10-17
28490,2819,93,4.02,2023-04-26
28491,218,97,4.05,2023-03-29
28492,4830,63,4.15,2024-07-05
28493,3554,43,5.03,2022-03-22
28494,39,22,5.49,2021-05-25
28495,104,37,9.73,2024-06-15
28496,1573,27,5.1,2022-01-15
28497,2211,54,9.62,2021-01-20
28498,4025,77,3.64,2022-10-06
28499,483,39,5.66,2020-03-20
28500,4059,86,6.78,2022-08-01
28501,1174,49,2.03,2024-10-18
28502,2739,28,6.22,2023-12-10
28503,3778,85,8.61,2020-07-19
28504,3963,90,2.0,2024-10-13
28505,4238,62,6.36,2021-09-28
28506,3534,34,4.21,2022-02-05
28507,2863,24,1.84,2021-02-10
28508,3139,8,4.56,2023-12-12
28509,2447,99,9.64,2023-12-28
28510,2656,60,2.57,2021-04-13
28511,122,11,3.52,2020-12-04
28512,3299,77,3.55,2021-06-08
28513,49,13,9.04,2022-05-24
28514,125,81,6.66,2024-07-18
28515,2022,36,2.05,2025-02-23
28516,3110,28,2.51,2023-08-09
28517,2822,75,6.51,2022-06-10
28518,3740,36,3.96,2024-11-06
28519,3185,89,4.53,2024-08-30
28520,2857,2,9.21,2020-07-17
28521,4846,7,4.22,2021-10-03
28522,1544,35,2.81,2025-01-22
28523,4466,69,1.61,2021-01-04
28524,2549,13,3.19,2024-02-08
28525,3307,86,9.4,2024-09-21
28526,4568,65,1.66,2020-07-21
28527,4177,84,4.52,2025-01-17
28528,1696,51,4.38,2024-02-25
28529,4765,31,2.99,2020-09-25
28530,2002,81,5.1,2023-04-20
28531,2357,87,2.4,2024-08-26
28532,4678,24,3.26,2021-12-19
28533,101,1,7.96,2022-05-31
28534,1610,53,2.46,2021-08-06
28535,3341,43,3.89,2023-02-05
28536,3735,80,1.17,2022-09-26
28537,3198,70,4.19,2024-12-20
28538,2589,88,2.93,2023-08-04
28539,719,89,4.56,2021-12-24
28540,4137,13,6.58,2021-07-28
28541,4540,88,6.96,2023-05-03
28542,799,33,3.41,2020-12-10
28543,251,52,6.61,2021-08-21
28544,2399,92,7.28,2020-08-17
28545,4483,17,3.12,2024-03-31
28546,3480,100,3.99,2025-02-08
28547,2727,31,4.64,2021-04-09
28548,464,26,1.99,2022-09-01
28549,4731,84,5.61,2023-02-20
28550,1467,49,6.94,2022-05-09
28551,4539,72,7.6,2020-10-20
28552,4656,38,2.65,2021-04-04
28553,3111,41,3.8,2022-07-04
28554,3143,70,3.88,2022-10-23
28555,2379,90,9.18,2022-03-04
28556,404,32,4.07,2024-12-07
28557,238,12,8.68,2020-03-08
28558,3078,70,7.55,2024-10-11
28559,3575,61,1.86,2021-05-26
28560,2825,14,7.21,2023-04-04
28561,653,30,7.31,2021-06-30
28562,3756,84,3.96,2023-04-17
28563,1805,77,3.23,2022-12-17
28564,3468,76,7.86,2024-05-27
28565,2242,28,3.47,2022-05-12
28566,4217,98,2.7,2023-05-16
28567,4366,68,8.57,2023-04-19
28568,737,19,5.43,2021-10-24
28569,4545,99,9.33,2020-07-04
28570,3050,64,5.18,2024-05-22
28571,2546,17,6.45,2023-04-11
28572,2675,73,6.54,2021-07-27
28573,208,78,9.89,2023-12-14
28574,2397,32,6.72,2025-01-09
28575,1862,45,4.19,2024-04-14
28576,3128,48,6.89,2023-05-14
28577,2704,72,2.55,2023-08-20
28578,3200,85,6.38,2020-12-18
28579,4413,37,5.95,2022-09-10
28580,1876,18,6.07,2022-08-31
28581,4247,41,4.73,2021-10-17
28582,317,67,6.54,2024-12-03
28583,288,30,8.27,2020-05-07
28584,3023,93,2.83,2020-01-29
28585,523,42,2.68,2024-12-10
28586,798,39,3.95,2021-11-10
28587,1004,19,6.46,2024-10-02
28588,2956,69,1.93,2023-06-06
28589,1886,32,8.96,2020-04-07
28590,2593,100,2.56,2022-10-01
28591,2685,91,9.18,2022-03-31
28592,2462,44,5.56,2022-06-13
28593,2175,96,4.99,2022-09-14
28594,2254,70,9.96,2023-10-20
28595,342,48,6.59,2024-05-29
28596,139,61,5.52,2024-08-23
28597,3216,4,6.99,2022-02-07
28598,3348,51,6.07,2021-07-20
28599,4998,52,4.4,2022-01-02
28600,4346,78,3.45,2021-11-01
28601,2411,20,2.78,2024-12-23
28602,4823,65,7.09,2024-06-24
28603,2026,33,5.7,2022-08-02
28604,2773,61,2.64,2024-08-09
28605,198,72,3.67,2022-01-15
28606,3687,21,7.02,2025-01-24
28607,3600,53,5.07,2021-10-04
28608,1467,50,1.83,2025-03-21
28609,3038,9,9.26,2022-12-28
28610,1268,91,8.69,2021-05-11
28611,1274,3,7.71,2024-01-08
28612,857,80,5.51,2024-10-05
28613,4528,93,2.57,2021-10-25
28614,1163,36,8.86,2025-01-04
28615,32,28,7.38,2022-06-22
28616,371,83,2.31,2023-07-05
28617,704,32,8.3,2023-04-14
28618,4240,13,8.3,2021-12-29
28619,3950,52,8.03,2023-08-10
28620,4129,66,7.85,2025-03-19
28621,1141,49,8.26,2020-03-12
28622,3748,8,4.65,2021-12-18
28623,228,78,4.82,2020-09-21
28624,3794,52,2.01,2020-09-15
28625,4363,77,6.42,2023-11-02
28626,2518,16,1.71,2024-04-02
28627,3464,56,3.74,2022-03-09
28628,3873,97,5.61,2020-12-30
28629,3894,48,8.09,2023-07-23
28630,2309,62,6.89,2024-12-30
28631,1725,6,7.3,2024-07-28
28632,3735,67,8.86,2022-06-26
28633,1988,70,1.03,2023-11-12
28634,4821,23,2.92,2022-05-02
28635,610,73,7.22,2020-08-11
28636,3392,2,8.48,2023-01-22
28637,1257,75,4.73,2022-04-04
28638,1411,29,9.92,2023-08-28
28639,3480,2,5.05,2021-09-01
28640,3721,41,6.86,2025-03-08
28641,224,51,9.68,2024-01-15
28642,4903,44,4.86,2022-11-04
28643,3972,10,3.6,2024-01-02
28644,2690,55,3.43,2022-11-02
28645,486,6,4.69,2022-06-13
28646,427,80,5.81,2022-07-16
28647,4718,49,8.95,2024-05-29
28648,134,74,6.92,2022-05-02
28649,3390,14,1.29,2021-03-16
28650,2278,82,2.18,2023-06-05
28651,349,84,2.85,2023-04-11
28652,4456,40,5.44,2021-06-14
28653,1156,26,6.53,2024-08-26
28654,1726,26,2.62,2022-09-18
28655,892,96,9.81,2024-09-26
28656,2984,63,3.87,2023-12-29
28657,37,7,6.92,2021-01-12
28658,4449,21,5.3,2022-11-28
28659,2358,8,5.53,2022-03-05
28660,1241,82,1.32,2023-10-30
28661,2009,55,7.42,2020-11-08
28662,541,58,2.79,2020-10-26
28663,4452,77,7.76,2021-08-23
28664,2683,16,1.42,2020-06-22
28665,3710,42,6.94,2021-08-05
28666,4302,85,7.62,2023-01-04
28667,1941,14,2.74,2020-01-26
28668,3424,7,4.17,2021-02-23
28669,76,99,4.68,2024-09-23
28670,3267,10,1.79,2020-11-13
28671,4021,67,9.96,2023-11-25
28672,1585,63,1.54,2023-09-28
28673,1061,83,9.51,2021-06-27
28674,872,70,6.41,2023-02-05
28675,3866,43,5.29,2022-01-07
28676,1087,78,4.43,2023-07-16
28677,1248,94,2.02,2024-05-27
28678,1630,83,9.69,2020-01-27
28679,4497,80,5.44,2020-07-05
28680,1042,36,7.26,2022-01-06
28681,1543,44,9.08,2024-07-09
28682,3243,9,3.21,2021-02-16
28683,4915,2,1.48,2024-04-25
28684,1674,72,6.58,2022-02-18
28685,4106,31,4.07,2023-12-29
28686,1835,12,4.05,2024-02-15
28687,1174,22,1.94,2021-04-03
28688,4236,100,3.59,2023-12-08
28689,4764,40,9.59,2022-07-27
28690,2629,93,8.0,2024-01-25
28691,980,19,1.27,2022-02-01
28692,1441,40,7.18,2020-07-01
28693,2527,22,2.31,2024-03-01
28694,3849,38,9.62,2021-02-04
28695,1970,20,6.24,2023-07-18
28696,781,48,9.1,2024-02-26
28697,267,31,8.9,2023-04-29
28698,1937,25,9.02,2021-09-06
28699,224,35,3.47,2021-03-06
28700,390,41,7.07,2022-10-08
28701,2600,58,3.28,2022-09-24
28702,3679,32,1.88,2023-02-07
28703,1615,77,5.42,2023-09-21
28704,236,38,5.27,2024-07-27
28705,4985,10,6.26,2023-05-16
28706,260,40,9.15,2022-09-22
28707,4138,29,2.16,2023-01-20
28708,1227,56,8.42,2022-11-24
28709,915,97,8.92,2023-11-23
28710,930,6,2.68,2023-09-15
28711,360,77,4.66,2024-02-08
28712,652,18,6.63,2022-02-24
28713,4211,21,4.74,2021-12-04
28714,3528,77,8.93,2020-11-02
28715,4672,43,4.43,2020-08-18
28716,962,19,6.06,2021-07-17
28717,1963,41,1.8,2025-01-31
28718,2239,66,2.47,2020-12-28
28719,898,33,3.17,2022-10-04
28720,924,89,8.21,2024-03-04
28721,945,37,2.15,2022-05-15
28722,1410,11,8.15,2023-05-31
28723,3028,48,7.71,2022-09-10
28724,548,100,1.81,2021-05-29
28725,3027,89,4.01,2020-08-17
28726,3403,93,8.01,2021-08-23
28727,2061,14,7.38,2021-05-31
28728,4104,5,5.27,2022-11-08
28729,2028,60,8.54,2021-09-03
28730,994,10,5.52,2020-11-13
28731,3029,44,8.02,2023-03-26
28732,4830,43,5.69,2022-05-23
28733,4829,72,6.33,2024-05-13
28734,3218,76,7.98,2025-01-08
28735,776,39,3.36,2020-02-21
28736,3184,70,2.26,2024-09-01
28737,3775,47,5.74,2021-06-08
28738,1051,2,5.12,2023-01-28
28739,1547,49,4.97,2022-01-30
28740,4164,49,5.47,2021-11-03
28741,3941,29,7.16,2020-06-25
28742,2153,42,4.82,2020-06-13
28743,167,75,8.11,2023-07-06
28744,4767,47,6.6,2022-06-05
28745,2567,80,7.76,2023-11-18
28746,3355,84,6.59,2021-06-24
28747,4153,83,1.17,2021-05-03
28748,1100,73,2.38,2020-05-31
28749,2759,100,6.01,2023-06-28
28750,2439,79,4.65,2021-01-28
28751,4750,22,1.2,2024-02-10
28752,1812,99,1.83,2020-12-31
28753,1540,9,3.44,2023-04-09
28754,4405,61,6.5,2020-06-16
28755,262,1,9.54,2020-02-20
28756,3397,9,3.18,2021-06-11
28757,4212,66,1.05,2024-05-14
28758,4479,61,3.38,2021-07-22
28759,3352,55,5.82,2021-04-20
28760,2085,66,4.55,2020-11-27
28761,1506,6,6.7,2020-10-24
28762,251,69,1.15,2022-09-18
28763,2786,43,6.69,2021-01-04
28764,63,82,9.47,2020-02-28
28765,1265,41,8.34,2024-08-28
28766,1976,88,9.6,2025-01-31
28767,4895,4,2.35,2020-03-07
28768,3667,82,2.61,2024-12-29
28769,4995,18,6.33,2024-04-06
28770,3897,34,4.37,2020-06-23
28771,3462,56,1.54,2023-04-20
28772,4163,72,3.23,2024-12-18
28773,3891,59,3.91,2023-03-21
28774,1862,99,1.85,2021-04-22
28775,4361,9,4.07,2025-02-24
28776,1223,41,3.49,2023-04-26
28777,557,25,4.64,2025-01-22
28778,1259,98,7.54,2020-09-03
28779,2864,58,3.76,2022-06-10
28780,4180,99,8.24,2023-02-22
28781,3553,52,7.85,2022-12-02
28782,4394,17,3.13,2021-01-19
28783,4605,14,6.82,2023-03-09
28784,2243,19,6.29,2021-06-02
28785,1986,66,3.31,2023-03-11
28786,911,75,1.5,2025-03-29
28787,2965,69,2.73,2021-04-12
28788,615,52,9.67,2023-03-10
28789,632,54,3.06,2022-07-07
28790,1859,30,1.9,2022-09-03
28791,3909,29,5.06,2023-02-20
28792,1280,11,9.43,2023-07-19
28793,1359,40,6.97,2022-06-08
28794,268,74,6.33,2020-09-19
28795,2616,63,5.18,2021-09-13
28796,744,61,7.63,2025-03-29
28797,495,6,4.52,2024-10-14
28798,3038,51,8.31,2021-12-26
28799,2925,38,8.59,2023-04-15
28800,4675,40,9.72,2020-04-18
28801,4059,67,8.04,2024-10-03
28802,54,32,8.29,2022-03-03
28803,3289,57,5.52,2023-03-13
28804,149,60,7.99,2020-11-21
28805,1148,13,5.92,2020-06-27
28806,3038,76,7.96,2021-02-02
28807,1608,20,5.77,2022-08-04
28808,4420,52,3.0,2022-01-05
28809,2676,53,5.59,2020-10-07
28810,3096,14,3.44,2024-09-18
28811,4798,32,4.26,2021-12-16
28812,3799,52,3.82,2021-08-17
28813,4998,11,4.73,2023-05-20
28814,2066,61,4.14,2023-12-06
28815,1004,34,5.58,2021-12-25
28816,822,45,3.62,2020-07-01
28817,2378,49,2.98,2021-01-06
28818,1678,80,4.54,2020-05-11
28819,1555,88,1.4,2024-07-16
28820,1848,61,4.41,2023-06-11
28821,3325,59,4.14,2023-05-30
28822,2941,43,2.44,2024-08-10
28823,3209,85,7.17,2021-05-27
28824,1333,51,6.97,2020-02-06
28825,2519,67,7.47,2022-09-03
28826,1426,69,2.01,2020-08-06
28827,1213,7,6.58,2020-03-03
28828,2434,82,8.04,2024-01-24
28829,2162,75,3.13,2021-09-05
28830,2239,18,2.35,2023-10-24
28831,954,97,1.52,2024-10-03
28832,3154,32,8.0,2023-03-05
28833,3568,44,8.4,2020-01-16
28834,282,62,7.25,2024-03-30
28835,4689,39,6.15,2021-05-05
28836,2870,72,9.17,2020-08-09
28837,3470,43,5.99,2024-11-23
28838,4165,10,3.23,2021-02-25
28839,3222,30,2.77,2021-10-26
28840,4030,80,8.08,2024-04-14
28841,1067,7,3.68,2022-04-14
28842,854,21,5.22,2025-03-12
28843,33,24,6.61,2024-08-13
28844,1884,27,2.36,2025-03-17
28845,464,29,3.66,2021-12-13
28846,125,45,3.61,2021-03-20
28847,3512,4,2.08,2023-06-09
28848,900,5,3.5,2023-09-10
28849,3107,3,1.13,2024-04-22
28850,3806,87,4.01,2025-03-06
28851,3169,52,5.22,2024-07-15
28852,3880,74,8.45,2024-07-01
28853,1421,56,6.76,2024-08-28
28854,1348,97,4.52,2021-12-12
28855,4468,28,9.27,2021-10-12
28856,2984,93,3.2,2021-03-14
28857,58,25,1.28,2024-02-09
28858,2866,72,5.1,2021-05-08
28859,4456,59,6.86,2022-08-07
28860,971,11,7.99,2020-09-03
28861,4682,60,2.07,2020-01-02
28862,3791,34,6.18,2021-10-02
28863,4987,69,7.49,2023-12-29
28864,3140,22,4.87,2021-10-06
28865,4898,19,1.67,2021-05-18
28866,1570,78,3.68,2024-05-05
28867,1220,63,4.86,2023-10-15
28868,1147,88,1.68,2024-04-27
28869,454,29,3.67,2021-11-12
28870,2853,72,1.37,2020-05-24
28871,1238,81,7.67,2020-07-16
28872,4924,16,3.12,2023-12-05
28873,987,27,4.79,2024-03-09
28874,2592,2,1.51,2020-05-05
28875,2665,60,9.67,2024-02-06
28876,3570,36,1.68,2020-12-25
28877,314,3,2.06,2024-09-25
28878,2997,47,4.74,2020-02-24
28879,2812,16,2.16,2025-02-28
28880,2493,20,9.71,2021-10-19
28881,434,19,3.39,2024-08-16
28882,2419,68,9.3,2023-01-24
28883,616,66,4.61,2022-02-13
28884,3371,54,2.02,2021-02-08
28885,3222,22,1.73,2020-05-16
28886,1890,95,1.5,2023-05-23
28887,4154,94,5.04,2020-12-19
28888,1562,68,5.16,2023-03-29
28889,1512,54,6.22,2020-08-05
28890,63,73,1.47,2021-11-17
28891,1849,89,6.66,2020-05-19
28892,1787,9,3.51,2021-03-08
28893,3925,51,5.55,2024-09-12
28894,4120,37,7.69,2021-11-25
28895,1601,6,7.91,2024-01-03
28896,4904,81,2.92,2022-03-11
28897,4634,87,7.83,2020-10-23
28898,2631,45,9.3,2024-04-26
28899,4663,79,9.57,2020-03-26
28900,84,14,6.21,2021-04-19
28901,3118,44,7.84,2020-05-26
28902,1802,27,9.62,2024-12-20
28903,1819,31,7.63,2023-08-02
28904,2060,98,5.83,2020-09-22
28905,1272,70,7.34,2021-11-29
28906,2816,21,10.0,2020-03-04
28907,4737,48,3.05,2023-03-27
28908,2949,33,6.49,2023-08-19
28909,1751,48,3.35,2023-06-15
28910,190,50,9.89,2020-01-24
28911,4019,35,7.27,2021-01-04
28912,975,11,4.29,2022-07-05
28913,2563,54,1.27,2024-12-31
28914,3524,51,2.16,2020-11-10
28915,2326,24,9.62,2024-09-02
28916,1983,72,4.77,2023-07-30
28917,1119,26,2.54,2021-02-24
28918,905,45,8.82,2022-06-23
28919,272,6,8.28,2021-09-16
28920,1843,48,6.76,2023-03-11
28921,4450,29,5.19,2021-08-20
28922,3907,51,2.32,2021-01-06
28923,4067,30,9.25,2024-03-06
28924,2413,70,4.31,2025-01-25
28925,4627,21,1.36,2024-12-04
28926,4702,1,6.96,2023-09-03
28927,2071,19,3.65,2021-03-10
28928,1521,55,6.39,2023-04-01
28929,3695,53,4.8,2021-08-26
28930,2202,6,2.84,2021-07-03
28931,2312,4,1.8,2023-01-10
28932,514,48,7.22,2022-09-23
28933,2890,91,3.51,2021-03-29
28934,3875,29,6.53,2023-12-04
28935,376,55,3.68,2023-10-18
28936,2455,94,5.47,2020-03-24
28937,234,86,4.97,2024-08-02
28938,95,21,1.92,2023-01-22
28939,767,28,3.86,2020-08-25
28940,2394,20,1.84,2023-06-22
28941,4052,18,7.59,2023-05-19
28942,2743,24,7.26,2022-11-30
28943,1411,54,1.98,2022-05-19
28944,3404,14,7.41,2025-02-27
28945,1453,33,4.0,2024-10-11
28946,943,36,1.33,2021-05-13
28947,1976,10,4.81,2021-06-15
28948,2609,7,5.75,2021-02-06
28949,3650,71,5.95,2021-12-26
28950,3033,38,6.71,2020-03-14
28951,4623,47,6.52,2023-02-20
28952,1720,68,9.89,2021-01-07
28953,2115,25,5.69,2024-10-08
28954,4983,56,9.41,2022-12-16
28955,3602,19,3.49,2022-10-01
28956,1926,48,8.62,2023-02-04
28957,770,87,6.28,2022-07-02
28958,3003,54,6.29,2021-06-10
28959,1687,27,5.33,2024-07-30
28960,854,9,7.18,2023-08-14
28961,3228,39,5.49,2020-02-24
28962,3077,91,4.35,2021-08-13
28963,4070,99,1.13,2023-02-16
28964,3123,68,3.94,2024-01-25
28965,3945,15,4.38,2023-10-28
28966,296,22,1.4,2020-09-19
28967,406,90,4.5,2025-03-12
28968,3136,13,5.44,2021-06-26
28969,4088,19,7.98,2023-10-08
28970,2847,60,4.3,2024-03-02
28971,2179,93,5.26,2022-10-12
28972,4650,91,7.68,2021-03-23
28973,2137,87,2.3,2022-08-17
28974,4969,27,9.05,2021-04-28
28975,4474,39,9.66,2022-08-04
28976,2873,87,7.91,2022-01-25
28977,538,75,8.94,2020-12-26
28978,3287,44,5.92,2022-06-15
28979,488,96,8.46,2022-10-24
28980,4334,19,6.87,2020-11-18
28981,1074,49,4.15,2023-02-25
28982,4,41,3.39,2024-11-07
28983,569,90,9.45,2022-07-02
28984,1453,60,5.85,2024-04-01
28985,1844,9,3.17,2020-08-13
28986,3572,28,8.43,2022-04-27
28987,3729,77,5.32,2024-06-25
28988,3499,1,2.25,2024-11-14
28989,169,47,5.07,2022-07-25
28990,2771,30,8.36,2024-08-25
28991,162,96,9.73,2024-01-31
28992,4898,32,4.45,2021-10-04
28993,2599,61,4.87,2022-07-12
28994,1581,35,7.46,2020-09-04
28995,972,64,3.46,2024-10-07
28996,3450,4,1.16,2021-03-20
28997,4581,77,5.26,2024-10-08
28998,379,65,8.66,2025-02-25
28999,679,19,4.8,2024-12-21
29000,2842,24,7.02,2020-04-22
29001,3541,40,7.25,2023-07-24
29002,541,83,1.75,2020-01-31
29003,275,32,9.33,2020-03-13
29004,1859,74,4.54,2024-07-03
29005,1629,29,5.8,2021-03-21
29006,3664,88,3.54,2022-07-14
29007,4509,22,3.96,2024-05-20
29008,4892,19,2.14,2025-01-16
29009,4250,24,1.44,2021-01-04
29010,3145,67,8.46,2023-10-25
29011,1588,17,8.36,2025-01-25
29012,3318,87,7.91,2024-06-13
29013,1343,4,8.91,2023-08-08
29014,1745,47,8.52,2021-03-28
29015,4597,3,6.61,2021-09-14
29016,2079,47,2.61,2023-12-18
29017,1760,90,6.75,2022-01-06
29018,4805,77,4.8,2020-06-12
29019,566,7,1.64,2022-11-05
29020,2515,44,3.7,2021-04-28
29021,3278,43,4.07,2023-10-20
29022,196,55,5.92,2023-11-18
29023,3674,56,1.45,2023-03-04
29024,1708,66,1.98,2022-05-03
29025,3881,29,9.92,2023-07-11
29026,1202,11,6.5,2022-01-30
29027,4553,30,9.92,2023-03-30
29028,2439,77,6.8,2024-07-22
29029,2048,7,1.04,2024-09-09
29030,3896,33,8.68,2021-12-23
29031,2559,10,8.93,2023-07-25
29032,3888,85,1.37,2023-11-17
29033,285,18,2.26,2024-08-21
29034,3400,42,9.75,2020-12-09
29035,4009,33,1.55,2021-02-24
29036,2367,86,5.61,2024-05-24
29037,4859,80,3.71,2023-06-05
29038,4238,34,7.87,2022-07-14
29039,1291,16,3.98,2025-01-16
29040,4293,30,3.48,2021-07-11
29041,2324,26,7.01,2021-01-24
29042,3412,50,8.87,2020-11-23
29043,3074,4,3.19,2023-05-07
29044,2541,1,6.52,2023-06-17
29045,1795,50,2.49,2021-07-08
29046,2506,16,4.06,2020-03-07
29047,3814,31,6.54,2021-05-08
29048,2110,65,9.53,2021-12-22
29049,269,40,3.7,2022-03-08
29050,4362,15,9.27,2024-08-15
29051,2512,45,7.38,2023-04-25
29052,2389,90,2.75,2020-05-17
29053,299,9,6.43,2024-06-18
29054,2780,91,7.23,2023-06-18
29055,3551,73,4.75,2020-01-17
29056,4015,21,3.22,2023-10-21
29057,4275,42,7.3,2024-08-24
29058,4511,80,1.55,2024-04-23
29059,3802,31,4.63,2024-09-11
29060,3437,1,6.79,2024-12-17
29061,4374,72,3.76,2022-01-15
29062,4516,69,6.33,2023-08-23
29063,3727,63,4.49,2021-10-28
29064,830,8,2.16,2020-09-14
29065,1582,82,6.0,2020-02-04
29066,610,69,5.36,2023-08-10
29067,551,47,5.98,2023-04-12
29068,1293,70,9.08,2024-08-21
29069,4708,13,9.1,2024-02-29
29070,2801,36,5.19,2021-11-12
29071,924,20,2.12,2023-04-17
29072,1777,96,9.02,2024-07-02
29073,4770,2,7.86,2022-05-11
29074,798,59,8.68,2021-05-14
29075,2309,47,5.96,2020-10-18
29076,4653,40,4.46,2022-05-10
29077,2000,5,2.13,2023-01-30
29078,3916,80,2.08,2024-01-25
29079,1151,80,6.31,2021-01-30
29080,2599,81,3.5,2022-07-11
29081,196,35,7.68,2023-08-17
29082,1422,57,1.89,2020-06-14
29083,1449,19,7.34,2025-01-14
29084,3167,55,3.74,2025-02-26
29085,4553,57,6.01,2022-11-09
29086,2511,57,2.77,2022-11-05
29087,2787,29,8.91,2024-07-04
29088,4332,93,4.96,2024-03-10
29089,757,9,1.26,2020-05-30
29090,2534,62,6.46,2022-03-30
29091,1024,51,8.45,2023-08-15
29092,154,15,9.32,2020-02-17
29093,4473,32,8.54,2020-07-13
29094,4991,83,3.48,2020-09-03
29095,1976,35,7.12,2021-05-12
29096,665,11,4.23,2023-02-08
29097,912,62,3.35,2021-09-18
29098,2958,79,1.99,2024-05-10
29099,1620,6,9.98,2020-02-22
29100,601,51,1.96,2021-01-18
29101,4082,34,4.82,2021-09-29
29102,1946,45,1.76,2023-04-16
29103,3546,76,1.65,2024-01-21
29104,1999,16,6.33,2021-09-28
29105,4782,54,5.79,2021-08-12
29106,4470,9,9.84,2021-01-18
29107,4250,35,3.15,2024-03-02
29108,1227,52,8.18,2024-12-04
29109,3571,42,1.86,2025-02-02
29110,973,58,2.75,2024-12-07
29111,1450,8,8.43,2024-08-22
29112,1508,9,5.95,2021-09-10
29113,4086,92,9.8,2024-11-12
29114,3683,77,5.16,2023-04-22
29115,2441,47,4.41,2020-07-22
29116,2297,67,8.17,2024-10-29
29117,3381,8,1.84,2022-03-12
29118,901,9,1.77,2022-08-20
29119,3724,67,1.78,2021-05-21
29120,1892,66,7.46,2020-10-15
29121,432,69,4.99,2023-05-01
29122,1073,22,3.78,2021-02-24
29123,4039,77,9.53,2022-12-14
29124,441,68,7.02,2024-08-11
29125,2990,95,9.2,2020-09-11
29126,4476,6,6.24,2023-12-22
29127,2605,12,1.9,2021-11-03
29128,4538,23,6.45,2020-09-10
29129,4449,3,4.81,2024-04-08
29130,2027,38,1.61,2023-03-04
29131,2551,61,3.27,2022-11-29
29132,1698,35,9.25,2021-09-22
29133,4267,88,5.57,2022-01-26
29134,1643,92,9.6,2024-09-14
29135,3617,47,2.07,2023-08-04
29136,330,22,1.7,2023-08-08
29137,1266,32,4.41,2023-03-17
29138,3878,66,4.12,2021-02-27
29139,1163,19,5.8,2023-06-11
29140,2040,49,1.03,2020-08-12
29141,672,21,8.83,2023-06-25
29142,3439,40,5.85,2023-05-23
29143,995,93,7.16,2020-11-08
29144,708,16,1.75,2021-01-21
29145,2860,57,8.62,2020-08-27
29146,4031,72,3.07,2021-08-20
29147,3015,3,5.77,2022-08-29
29148,2444,73,6.2,2020-02-23
29149,3598,57,2.92,2023-03-30
29150,1754,10,5.06,2020-08-27
29151,1982,58,9.32,2022-04-25
29152,2281,8,6.99,2023-03-05
29153,1875,55,5.42,2020-10-18
29154,4588,68,2.01,2022-12-31
29155,2679,38,5.59,2022-09-05
29156,625,1,5.54,2022-11-06
29157,3211,18,5.71,2020-04-30
29158,1019,45,4.0,2024-04-10
29159,1438,96,3.04,2021-10-17
29160,992,80,3.6,2023-08-24
29161,2309,56,9.01,2024-03-27
29162,3658,1,8.48,2020-11-11
29163,3756,16,6.88,2023-07-10
29164,3483,71,6.58,2022-04-24
29165,1944,56,4.69,2024-01-12
29166,1844,24,8.38,2024-10-13
29167,2547,79,3.22,2021-12-16
